hp_id,background_freq,sum_freq_across_diseases
HP:0002699,0.00008286,1.075000
HP:0002700,0.00019269,2.500000
HP:0002703,0.00013874,1.800000
HP:0002705,0.00633428,82.180912
HP:0002707,0.00011562,1.500000
HP:0002708,0.00010328,1.340000
HP:0002710,0.00019655,2.550000
HP:0002711,0.00026874,3.486667
HP:0002714,0.00969623,125.798931
HP:0002715,0.00144489,18.746000
HP:0002716,0.00897248,116.409001
HP:0002717,0.00004239,0.550000
HP:0002718,0.00543118,70.464091
HP:0002719,0.01235534,160.298195
HP:0002720,0.00524969,68.109427
HP:0002721,0.00866163,112.375989
HP:0002722,0.00028531,3.701667
HP:0002723,0.00015415,2.000000
HP:0002724,0.00018036,2.340000
HP:0002725,0.00144488,18.745827
HP:0002726,0.00057029,7.398889
HP:0002728,0.00200001,25.948076
HP:0002729,0.00078747,10.216667
HP:0002730,0.00067828,8.800000
HP:0002731,0.00011562,1.500000
HP:0002732,0.00017111,2.220000
HP:0002733,0.00033837,4.390000
HP:0002737,0.00015415,2.000000
HP:0002738,0.00040080,5.200000
HP:0002740,0.00015415,2.000000
HP:0002741,0.00015415,2.000000
HP:0002742,0.00019462,2.525000
HP:0002743,0.00015000,1.946154
HP:0002745,0.00128272,16.641994
HP:0002747,0.00366642,47.568161
HP:0002748,0.00224604,29.140128
HP:0002749,0.00156176,20.262222
HP:0002750,0.01850583,240.094682
HP:0002751,0.00918767,119.200861
HP:0002752,0.00035224,4.570000
HP:0002753,0.00176147,22.853333
HP:0002754,0.00280874,36.440652
HP:0002756,0.00171381,22.235000
HP:0002757,0.00614996,79.789611
HP:0002758,0.00290191,37.649336
HP:0002761,0.00154356,20.026111
HP:0002762,0.00064938,8.425000
HP:0002763,0.00020965,2.720000
HP:0002764,0.00007708,1.000000
HP:0002766,0.00003854,0.500000
HP:0002777,0.00114919,14.909586
HP:0002778,0.00022507,2.920000
HP:0002779,0.00159528,20.697179
HP:0002780,0.00060957,7.908590
HP:0002781,0.00085157,11.048333
HP:0002783,0.00439267,56.990445
HP:0002786,0.00038663,5.016190
HP:0002787,0.00027517,3.570000
HP:0002788,0.00563846,73.153319
HP:0002789,0.00331433,43.000165
HP:0002790,0.00019269,2.500000
HP:0002791,0.00104196,13.518333
HP:0002792,0.00062326,8.086111
HP:0002793,0.00125044,16.223158
HP:0002795,0.00054262,7.040000
HP:0002797,0.00281268,36.491667
HP:0002803,0.00111755,14.499048
HP:0002804,0.00641483,83.225996
HP:0002805,0.00009018,1.170000
HP:0002808,0.01380115,179.056156
HP:0002810,0.00007708,1.000000
HP:0002812,0.00372535,48.332706
HP:0002813,0.00033452,4.340000
HP:0002814,0.00139163,18.055000
HP:0002815,0.00138122,17.920000
HP:0002816,0.00123433,16.014242
HP:0002817,0.00099353,12.890000
HP:0002818,0.00068136,8.840000
HP:0002821,0.00018763,2.434286
HP:0002822,0.00019269,2.500000
HP:0002823,0.00134423,17.440000
HP:0002825,0.00022454,2.913232
HP:0002826,0.00015929,2.066667
HP:0002827,0.00757173,98.235625
HP:0002828,0.00205183,26.620476
HP:0002829,0.01277226,165.707305
HP:0002831,0.00003854,0.500000
HP:0002832,0.00019269,2.500000
HP:0002833,0.00011562,1.500000
HP:0002834,0.00024819,3.220000
HP:0002835,0.00180399,23.405000
HP:0002836,0.00045244,5.870000
HP:0002837,0.00175996,22.833745
HP:0002839,0.00141437,18.350000
HP:0002840,0.00100920,13.093333
HP:0002841,0.00115603,14.998333
HP:0002842,0.00015608,2.025000
HP:0002843,0.00026938,3.495000
HP:0002846,0.00003854,0.250000
HP:0002847,0.00007708,1.000000
HP:0002848,0.00024433,3.170000
HP:0002849,0.00035841,4.650000
HP:0002850,0.00455912,59.149966
HP:0002851,0.00023509,3.050000
HP:0002853,0.00014645,1.900000
HP:0002857,0.00875530,113.591270
HP:0002858,0.00100453,13.032754
HP:0002859,0.00029020,3.765000
HP:0002860,0.00106345,13.797172
HP:0002861,0.00076429,9.915909
HP:0002862,0.00007900,1.025000
HP:0002863,0.00193893,25.155628
HP:0002864,0.00017541,2.275782
HP:0002865,0.00028661,3.718423
HP:0002866,0.00169557,21.998333
HP:0002867,0.00030561,3.965000
HP:0002868,0.00077077,10.000000
HP:0002869,0.00105454,13.681667
HP:0002870,0.00345688,44.849502
HP:0002871,0.00116277,15.085833
HP:0002872,0.00020040,2.600000
HP:0002875,0.00286000,37.105659
HP:0002876,0.00052618,6.826667
HP:0002877,0.00046980,6.095205
HP:0002878,0.00787865,102.217649
HP:0002879,0.00025590,3.320000
HP:0002882,0.00029752,3.860000
HP:0002883,0.00072474,9.402778
HP:0002884,0.00025558,3.315922
HP:0002885,0.00046266,6.002580
HP:0002886,0.00007708,1.000000
HP:0002888,0.00041999,5.449014
HP:0002890,0.00022584,2.930000
HP:0002891,0.00009018,1.170000
HP:0002893,0.00077547,10.060969
HP:0002894,0.00077887,10.105000
HP:0002895,0.00039711,5.152143
HP:0002896,0.00034030,4.415000
HP:0002897,0.00055438,7.192500
HP:0002898,0.00011562,1.500000
HP:0002900,0.00409947,53.186481
HP:0002901,0.00406739,52.770302
HP:0002902,0.00332351,43.119206
HP:0002904,0.00362593,47.042837
HP:0002905,0.00171552,22.257143
HP:0002907,0.00191961,24.905000
HP:0002908,0.00261316,33.903160
HP:0002909,0.00063280,8.210000
HP:0002910,0.01345379,174.549489
HP:0002912,0.00102305,13.273077
HP:0002913,0.00124678,16.175714
HP:0002914,0.00019269,2.500000
HP:0002916,0.00160034,20.762857
HP:0002917,0.00173749,22.542255
HP:0002918,0.00032218,4.180000
HP:0002919,0.00169162,21.947078
HP:0002920,0.00092801,12.040000
HP:0002921,0.00039772,5.160000
HP:0002922,0.00374264,48.556996
HP:0002923,0.00107275,13.917857
HP:0002925,0.00185518,24.069103
HP:0002926,0.00023994,3.112941
HP:0002927,0.00026206,3.400000
HP:0002928,0.00083012,10.770000
HP:0002929,0.00007708,1.000000
HP:0002930,0.00019269,2.500000
HP:0002932,0.00008093,1.050000
HP:0002933,0.00023085,2.995000
HP:0002936,0.00710251,92.148012
HP:0002937,0.00290121,37.640362
HP:0002938,0.00537981,69.797609
HP:0002942,0.00141622,18.373993
HP:0002943,0.00175311,22.744788
HP:0002944,0.00111635,14.483590
HP:0002945,0.00053980,7.003333
HP:0002946,0.00011562,1.500000
HP:0002947,0.00047929,6.218333
HP:0002948,0.00143830,18.660455
HP:0002949,0.00113010,14.661923
HP:0002951,0.00022918,2.973333
HP:0002953,0.00139822,18.140556
HP:0002955,0.00031756,4.120000
HP:0002958,0.00053183,6.900000
HP:0002959,0.00023123,3.000000
HP:0002960,0.00579323,75.161364
HP:0002961,0.00029332,3.805495
HP:0002963,0.00003854,0.500000
HP:0002965,0.00019269,2.500000
HP:0002967,0.00323878,42.019980
HP:0002970,0.00325365,42.212833
HP:0002971,0.00003854,0.500000
HP:0002972,0.00026977,3.500000
HP:0002973,0.00008170,1.060000
HP:0002974,0.00292119,37.899529
HP:0002977,0.00011639,1.510000
HP:0002979,0.00257301,33.382186
HP:0002980,0.00288035,37.369701
HP:0002982,0.00237308,30.788333
HP:0002983,0.00715198,92.789762
HP:0002984,0.00326851,42.405667
HP:0002986,0.00197241,25.590000
HP:0002987,0.00454985,59.029707
HP:0002990,0.00109091,14.153462
HP:0002991,0.00098273,12.750000
HP:0002992,0.00117967,15.305000
HP:0002996,0.00128122,16.622561
HP:0002999,0.00148354,19.247479
HP:0003001,0.00015608,2.025000
HP:0003002,0.00114526,14.858649
HP:0003003,0.00109196,14.167096
HP:0003005,0.00033837,4.390000
HP:0003006,0.00059816,7.760476
HP:0003010,0.00240263,31.171667
HP:0003011,0.00146254,18.975000
HP:0003013,0.00028287,3.670000
HP:0003015,0.00316108,41.011905
HP:0003016,0.00326056,42.302553
HP:0003019,0.00126098,16.360000
HP:0003020,0.00042547,5.520000
HP:0003021,0.00123324,16.000000
HP:0003022,0.00282868,36.699237
HP:0003023,0.00026977,3.500000
HP:0003025,0.00301422,39.106465
HP:0003026,0.00526608,68.322121
HP:0003027,0.00251850,32.674997
HP:0003028,0.00090489,11.740000
HP:0003029,0.00036920,4.790000
HP:0003031,0.00112687,14.620000
HP:0003034,0.00028287,3.670000
HP:0003037,0.00083236,10.799048
HP:0003038,0.00181221,23.511667
HP:0003040,0.00098094,12.726667
HP:0003041,0.00078722,10.213333
HP:0003042,0.00256192,33.238333
HP:0003043,0.00062317,8.085000
HP:0003044,0.00039570,5.133768
HP:0003045,0.00017651,2.290000
HP:0003048,0.00053170,6.898333
HP:0003049,0.00065618,8.513333
HP:0003051,0.00028287,3.670000
HP:0003053,0.00007708,1.000000
HP:0003057,0.00022352,2.900000
HP:0003059,0.00005550,0.720000
HP:0003065,0.00079718,10.342652
HP:0003066,0.00047694,6.187778
HP:0003067,0.00070561,9.154615
HP:0003068,0.00007708,1.000000
HP:0003070,0.00060506,7.850000
HP:0003071,0.00115616,15.000000
HP:0003072,0.00278804,36.172020
HP:0003073,0.00594684,77.154329
HP:0003074,0.00256668,33.300100
HP:0003075,0.00107020,13.884762
HP:0003076,0.00213427,27.690079
HP:0003077,0.00223247,28.964103
HP:0003079,0.00039849,5.170000
HP:0003080,0.00045861,5.950000
HP:0003081,0.00036226,4.700000
HP:0003083,0.00220423,28.597639
HP:0003084,0.00030523,3.960000
HP:0003085,0.00027902,3.620000
HP:0003086,0.00055110,7.150000
HP:0003088,0.00064167,8.325000
HP:0003089,0.00042701,5.540000
HP:0003090,0.00090446,11.734444
HP:0003091,0.00004239,0.550000
HP:0003093,0.00034710,4.503333
HP:0003095,0.00043343,5.623333
HP:0003097,0.00171566,22.259037
HP:0003099,0.00009018,1.170000
HP:0003100,0.00282145,36.605556
HP:0003102,0.00023123,3.000000
HP:0003103,0.00145445,18.870000
HP:0003105,0.00007708,1.000000
HP:0003106,0.00014645,1.900000
HP:0003107,0.00026746,3.470000
HP:0003108,0.00059478,7.716667
HP:0003109,0.00135450,17.573333
HP:0003110,0.00015184,1.970000
HP:0003111,0.00026515,3.440000
HP:0003112,0.00003854,0.000000
HP:0003113,0.00031602,4.100000
HP:0003115,0.00121589,15.775000
HP:0003117,0.00012487,1.620000
HP:0003118,0.00129438,16.793333
HP:0003119,0.00099353,12.890000
HP:0003121,0.00111882,14.515635
HP:0003124,0.00392931,50.978884
HP:0003125,0.00089410,11.600000
HP:0003126,0.00076670,9.947143
HP:0003127,0.00069347,8.997059
HP:0003128,0.01153317,149.631382
HP:0003130,0.00018884,2.450000
HP:0003131,0.00045630,5.920000
HP:0003133,0.00009403,1.220000
HP:0003134,0.00081471,10.570000
HP:0003137,0.00034299,4.450000
HP:0003138,0.00112597,14.608391
HP:0003139,0.00085479,11.090000
HP:0003140,0.00007708,1.000000
HP:0003141,0.00133435,17.311831
HP:0003144,0.00066325,8.605000
HP:0003145,0.00032629,4.233333
HP:0003146,0.00118082,15.320000
HP:0003148,0.00032912,4.270000
HP:0003149,0.00066916,8.681667
HP:0003150,0.00046015,5.970000
HP:0003153,0.00019269,2.500000
HP:0003154,0.00149787,19.433333
HP:0003155,0.00661010,85.759451
HP:0003158,0.00061084,7.925000
HP:0003159,0.00062082,8.054545
HP:0003160,0.00064293,8.341429
HP:0003161,0.00030060,3.900000
HP:0003162,0.00136504,17.710000
HP:0003163,0.00050229,6.516667
HP:0003164,0.00029289,3.800000
HP:0003165,0.00167821,21.773077
HP:0003166,0.00026206,3.400000
HP:0003167,0.00018499,2.400000
HP:0003168,0.00007708,1.000000
HP:0003170,0.00028724,3.726667
HP:0003172,0.00027863,3.615000
HP:0003173,0.00070791,9.184444
HP:0003174,0.00005550,0.720000
HP:0003175,0.00083783,10.870000
HP:0003177,0.00081359,10.555556
HP:0003179,0.00063854,8.284452
HP:0003180,0.00198859,25.800000
HP:0003182,0.00053106,6.890000
HP:0003183,0.00025628,3.325000
HP:0003184,0.00041545,5.390000
HP:0003185,0.00027517,3.570000
HP:0003186,0.00238632,30.960165
HP:0003187,0.00109488,14.205000
HP:0003189,0.00232062,30.107711
HP:0003191,0.00043472,5.640000
HP:0003193,0.00058649,7.609102
HP:0003194,0.00022275,2.890000
HP:0003196,0.01992370,258.490082
HP:0003198,0.00939306,121.865576
HP:0003199,0.00223318,28.973333
HP:0003200,0.00328644,42.638333
HP:0003201,0.00137353,17.820238
HP:0003202,0.01670276,216.701637
HP:0003203,0.00053954,7.000000
HP:0003204,0.00006937,0.900000
HP:0003205,0.00038924,5.050000
HP:0003206,0.00019655,2.550000
HP:0003207,0.00028519,3.700000
HP:0003208,0.00042778,5.550000
HP:0003209,0.00007708,1.000000
HP:0003210,0.00023123,3.000000
HP:0003212,0.00359858,46.687916
HP:0003213,0.00019269,2.500000
HP:0003214,0.00015415,2.000000
HP:0003215,0.00096407,12.507879
HP:0003216,0.00019269,2.500000
HP:0003217,0.00062758,8.142222
HP:0003218,0.00056162,7.286429
HP:0003219,0.00041930,5.440000
HP:0003220,0.00073763,9.570000
HP:0003221,0.00096347,12.500000
HP:0003223,0.00031370,4.070000
HP:0003224,0.00023123,3.000000
HP:0003225,0.00034646,4.495000
HP:0003226,0.00011562,1.500000
HP:0003228,0.00060247,7.816508
HP:0003231,0.00058193,7.550000
HP:0003232,0.00007708,1.000000
HP:0003233,0.00205070,26.605721
HP:0003234,0.00081702,10.600000
HP:0003235,0.00056575,7.340000
HP:0003236,0.02097672,272.151981
HP:0003237,0.00201903,26.194899
HP:0003238,0.00011562,1.500000
HP:0003239,0.00019269,2.500000
HP:0003240,0.00021582,2.800000
HP:0003241,0.00186899,24.248333
HP:0003244,0.00028724,3.726667
HP:0003246,0.00011947,1.550000
HP:0003247,0.00009403,1.220000
HP:0003248,0.00009403,1.220000
HP:0003249,0.00020264,2.629091
HP:0003250,0.00043703,5.670000
HP:0003251,0.01076011,139.601667
HP:0003252,0.00006166,0.800000
HP:0003256,0.00129263,16.770526
HP:0003258,0.00007708,1.000000
HP:0003259,0.00310806,40.323939
HP:0003260,0.00007708,1.000000
HP:0003261,0.00173492,22.508889
HP:0003262,0.00035070,4.550000
HP:0003264,0.00018499,2.400000
HP:0003265,0.00097965,12.710000
HP:0003267,0.00003854,0.500000
HP:0003268,0.00023894,3.100000
HP:0003269,0.00011947,1.550000
HP:0003270,0.00585789,76.000296
HP:0003271,0.00025821,3.350000
HP:0003272,0.00182172,23.635000
HP:0003273,0.00305534,39.639991
HP:0003274,0.00039117,5.075000
HP:0003275,0.00084554,10.970000
HP:0003276,0.00011562,1.500000
HP:0003277,0.00007708,1.000000
HP:0003278,0.00015801,2.050000
HP:0003279,0.00009018,1.170000
HP:0003281,0.00362825,47.072874
HP:0003282,0.00045476,5.900000
HP:0003286,0.00018884,2.450000
HP:0003287,0.00036226,4.700000
HP:0003292,0.00083243,10.800000
HP:0003296,0.00007708,1.000000
HP:0003297,0.00062818,8.150000
HP:0003298,0.00220439,28.599802
HP:0003300,0.00187734,24.356667
HP:0003301,0.00175287,22.741709
HP:0003302,0.00072755,9.439205
HP:0003304,0.00035190,4.565556
HP:0003305,0.00031216,4.050000
HP:0003306,0.00272682,35.377782
HP:0003307,0.00564755,73.271295
HP:0003308,0.00015415,2.000000
HP:0003309,0.00019655,2.550000
HP:0003310,0.00025435,3.300000
HP:0003311,0.00159273,20.664064
HP:0003312,0.00469709,60.940000
HP:0003316,0.00097883,12.699339
HP:0003318,0.00003854,0.500000
HP:0003319,0.00064205,8.330000
HP:0003320,0.00023186,3.008095
HP:0003321,0.00007708,1.000000
HP:0003323,0.00188146,24.410000
HP:0003324,0.00454340,58.946111
HP:0003325,0.00170816,22.161667
HP:0003326,0.01010728,131.131866
HP:0003327,0.00251577,32.639553
HP:0003328,0.00005550,0.720000
HP:0003329,0.00015415,2.000000
HP:0003330,0.00060120,7.800000
HP:0003332,0.00003854,0.500000
HP:0003333,0.00011754,1.525000
HP:0003334,0.00017111,2.220000
HP:0003336,0.00039695,5.150000
HP:0003337,0.00007708,1.000000
HP:0003338,0.00007708,1.000000
HP:0003339,0.00003854,0.500000
HP:0003341,0.00096501,12.520000
HP:0003343,0.00018499,2.400000
HP:0003344,0.00054494,7.070000
HP:0003345,0.00038179,4.953333
HP:0003347,0.00109915,14.260426
HP:0003348,0.00305078,39.580861
HP:0003349,0.00022352,2.900000
HP:0003351,0.00116284,15.086667
HP:0003352,0.00007708,1.000000
HP:0003353,0.00014645,1.900000
HP:0003354,0.00016726,2.170000
HP:0003355,0.00383864,49.802540
HP:0003357,0.00003854,0.500000
HP:0003358,0.00011562,1.500000
HP:0003359,0.00007708,1.000000
HP:0003361,0.00014645,1.900000
HP:0003362,0.00023123,3.000000
HP:0003363,0.00070037,9.086630
HP:0003365,0.00048790,6.330000
HP:0003366,0.00023431,3.040000
HP:0003367,0.00016340,2.120000
HP:0003368,0.00019423,2.520000
HP:0003370,0.00075382,9.780000
HP:0003371,0.00012872,1.670000
HP:0003375,0.00125841,16.326667
HP:0003376,0.00366689,47.574286
HP:0003378,0.00046246,6.000000
HP:0003380,0.00181363,23.530000
HP:0003382,0.00026977,3.500000
HP:0003383,0.00213658,27.720000
HP:0003384,0.00015415,2.000000
HP:0003387,0.00097888,12.700000
HP:0003388,0.00360814,46.812036
HP:0003390,0.00221572,28.746746
HP:0003391,0.00375252,48.685256
HP:0003392,0.00026014,3.375000
HP:0003393,0.00114163,14.811558
HP:0003394,0.00509944,66.160073
HP:0003396,0.00147304,19.111226
HP:0003397,0.00007708,1.000000
HP:0003398,0.00004432,0.575000
HP:0003400,0.00015801,2.050000
HP:0003401,0.00432886,56.162661
HP:0003402,0.00027362,3.550000
HP:0003403,0.00199168,25.840000
HP:0003405,0.00021967,2.850000
HP:0003406,0.00009403,1.220000
HP:0003409,0.00060043,7.790000
HP:0003411,0.00029058,3.770000
HP:0003413,0.00005742,0.745000
HP:0003414,0.00023200,3.010000
HP:0003416,0.00102620,13.313943
HP:0003417,0.00116639,15.132778
HP:0003418,0.00203403,26.389483
HP:0003419,0.00096804,12.559372
HP:0003422,0.00249921,32.424744
HP:0003423,0.00038924,5.050000
HP:0003426,0.00023894,3.100000
HP:0003427,0.00035456,4.600000
HP:0003429,0.00428856,55.639756
HP:0003431,0.00464167,60.221026
HP:0003434,0.00026592,3.450000
HP:0003435,0.00011947,1.550000
HP:0003436,0.00019655,2.550000
HP:0003438,0.00312743,40.575253
HP:0003440,0.00015415,2.000000
HP:0003443,0.00020040,2.600000
HP:0003444,0.00145590,18.888889
HP:0003445,0.00193266,25.074286
HP:0003447,0.00108833,14.120000
HP:0003448,0.00108501,14.076886
HP:0003449,0.00018807,2.440000
HP:0003450,0.00019269,2.500000
HP:0003451,0.00003854,0.500000
HP:0003452,0.00077848,10.100000
HP:0003453,0.00036445,4.728333
HP:0003454,0.00011562,1.500000
HP:0003455,0.00035070,4.550000
HP:0003456,0.00032372,4.200000
HP:0003457,0.00374133,48.540000
HP:0003458,0.00564757,73.271617
HP:0003459,0.00010328,1.340000
HP:0003460,0.00027084,3.513889
HP:0003461,0.00018499,2.400000
HP:0003462,0.00012101,1.570000
HP:0003463,0.00007708,1.000000
HP:0003465,0.00012101,1.570000
HP:0003466,0.00030060,3.900000
HP:0003467,0.00028435,3.689107
HP:0003468,0.00192282,24.946667
HP:0003469,0.00015801,2.050000
HP:0003470,0.00159665,20.715000
HP:0003472,0.00040427,5.245000
HP:0003473,0.00187837,24.370000
HP:0003474,0.00283606,36.795000
HP:0003477,0.00600102,77.857239
HP:0003481,0.00062201,8.070000
HP:0003482,0.00040851,5.300000
HP:0003484,0.00279729,36.292075
HP:0003487,0.01960161,254.311284
HP:0003489,0.00016880,2.190000
HP:0003491,0.00007708,1.000000
HP:0003492,0.00027748,3.600000
HP:0003493,0.00325305,42.205017
HP:0003495,0.00018499,2.400000
HP:0003496,0.00187603,24.339641
HP:0003498,0.00185653,24.086667
HP:0003502,0.00110260,14.305152
HP:0003508,0.00189965,24.646111
HP:0003510,0.00887476,115.141154
HP:0003513,0.00006937,0.900000
HP:0003514,0.00007708,1.000000
HP:0003517,0.00020730,2.689499
HP:0003521,0.00206830,26.834156
HP:0003524,0.00028287,3.670000
HP:0003526,0.00010791,1.400000
HP:0003527,0.00016186,2.100000
HP:0003528,0.00036573,4.745000
HP:0003529,0.00014645,1.900000
HP:0003530,0.00015955,2.070000
HP:0003532,0.00016726,2.170000
HP:0003533,0.00007708,1.000000
HP:0003534,0.00011947,1.550000
HP:0003535,0.00204367,26.514545
HP:0003536,0.00018499,2.400000
HP:0003537,0.00113458,14.720000
HP:0003538,0.00015415,2.000000
HP:0003540,0.00083552,10.840000
HP:0003541,0.00037382,4.850000
HP:0003542,0.00172851,22.425714
HP:0003546,0.00565211,73.330476
HP:0003547,0.00174540,22.644820
HP:0003548,0.00028287,3.670000
HP:0003549,0.00027362,3.550000
HP:0003550,0.00086106,11.171408
HP:0003551,0.00419116,54.376052
HP:0003552,0.00236637,30.701323
HP:0003554,0.00075246,9.762368
HP:0003555,0.00132452,17.184286
HP:0003557,0.00816600,105.945714
HP:0003558,0.00026515,3.440000
HP:0003559,0.00007708,1.000000
HP:0003560,0.00516216,66.973810
HP:0003561,0.00104550,13.564286
HP:0003562,0.00003854,0.500000
HP:0003563,0.00074958,9.725000
HP:0003564,0.00017728,2.300000
HP:0003565,0.00506055,65.655606
HP:0003566,0.00011562,1.500000
HP:0003568,0.00008093,1.050000
HP:0003570,0.00015415,2.000000
HP:0003572,0.00045382,5.887857
HP:0003573,0.00085994,11.156923
HP:0003574,0.00020425,2.650000
HP:0003575,0.00008093,1.050000
HP:0003606,0.00003854,0.500000
HP:0003607,0.00026206,3.400000
HP:0003609,0.00007708,1.000000
HP:0003610,0.00003854,0.500000
HP:0003612,0.00007708,1.000000
HP:0003613,0.00053229,6.905992
HP:0003614,0.00010791,1.400000
HP:0003616,0.00003854,0.500000
HP:0003634,0.00011562,1.500000
HP:0003635,0.00090951,11.800000
HP:0003639,0.00032141,4.170000
HP:0003640,0.00011947,1.550000
HP:0003641,0.00035533,4.610000
HP:0003642,0.00195930,25.420000
HP:0003643,0.00023509,3.050000
HP:0003645,0.00256102,33.226667
HP:0003646,0.00018884,2.450000
HP:0003647,0.00003854,0.500000
HP:0003648,0.00178588,23.170000
HP:0003651,0.00053492,6.940000
HP:0003652,0.00027555,3.575000
HP:0003653,0.00007708,1.000000
HP:0003654,0.00018499,2.400000
HP:0003655,0.00014645,1.900000
HP:0003656,0.00030446,3.950000
HP:0003657,0.00033143,4.300000
HP:0003658,0.00039335,5.103333
HP:0003687,0.00408993,53.062778
HP:0003688,0.00273459,35.478571
HP:0003689,0.00104054,13.500000
HP:0003690,0.00369226,47.903333
HP:0003691,0.00426811,55.374483
HP:0003693,0.00889012,115.340433
HP:0003694,0.00014182,1.840000
HP:0003697,0.00023794,3.087073
HP:0003698,0.00110121,14.287143
HP:0003700,0.00302945,39.304044
HP:0003701,0.01172205,152.081884
HP:0003704,0.00023406,3.036667
HP:0003707,0.00073997,9.600398
HP:0003710,0.00085491,11.091667
HP:0003712,0.00237821,30.854854
HP:0003713,0.00095161,12.346190
HP:0003715,0.00036535,4.740000
HP:0003716,0.00007708,1.000000
HP:0003717,0.00015608,2.025000
HP:0003719,0.00015415,2.000000
HP:0003720,0.00016726,2.170000
HP:0003722,0.00147950,19.195000
HP:0003724,0.00063255,8.206667
HP:0003725,0.00007708,1.000000
HP:0003729,0.00007708,1.000000
HP:0003730,0.00020040,2.600000
HP:0003731,0.00068710,8.914444
HP:0003733,0.00011947,1.550000
HP:0003736,0.00038539,5.000000
HP:0003737,0.00109026,14.145000
HP:0003738,0.00183315,23.783333
HP:0003739,0.00042547,5.520000
HP:0003740,0.00029482,3.825000
HP:0003749,0.00131526,17.064163
HP:0003750,0.00046786,6.070000
HP:0003752,0.00047017,6.100000
HP:0003755,0.00022352,2.900000
HP:0003756,0.00035224,4.570000
HP:0003758,0.00252251,32.727098
HP:0003759,0.00026592,3.450000
HP:0003760,0.00010328,1.340000
HP:0003761,0.00052914,6.865000
HP:0003762,0.00072491,9.405000
HP:0003763,0.00199626,25.899431
HP:0003764,0.00174223,22.603658
HP:0003765,0.00135483,17.577619
HP:0003768,0.00062972,8.170000
HP:0003771,0.00032372,4.200000
HP:0003774,0.00828231,107.454664
HP:0003777,0.00153846,19.960000
HP:0003778,0.00028775,3.733333
HP:0003779,0.00007708,1.000000
HP:0003781,0.00078942,10.241949
HP:0003782,0.00068213,8.850000
HP:0003784,0.00003854,0.500000
HP:0003785,0.00053183,6.900000
HP:0003787,0.00015415,2.000000
HP:0003789,0.00072838,9.450000
HP:0003791,0.00015955,2.070000
HP:0003795,0.00011562,1.500000
HP:0003796,0.00003854,0.340000
HP:0003797,0.00013643,1.770000
HP:0003798,0.00188473,24.452540
HP:0003799,0.00028519,3.700000
HP:0003800,0.00008247,1.070000
HP:0003803,0.00344992,44.759286
HP:0003805,0.00309906,40.207143
HP:0003808,0.00038924,5.050000
HP:0003809,0.00011947,1.550000
HP:0003810,0.00007708,1.000000
HP:0003832,0.00003854,0.170000
HP:0003834,0.00040388,5.240000
HP:0003835,0.00003905,0.506667
HP:0003836,0.00003854,0.170000
HP:0003839,0.00004239,0.550000
HP:0003850,0.00003854,0.500000
HP:0003855,0.00004239,0.550000
HP:0003856,0.00008478,1.100000
HP:0003859,0.00013874,1.800000
HP:0003862,0.00003854,0.170000
HP:0003863,0.00011562,1.500000
HP:0003864,0.00003854,0.500000
HP:0003865,0.00043677,5.666667
HP:0003871,0.00011947,1.550000
HP:0003874,0.00005550,0.720000
HP:0003879,0.00003854,0.170000
HP:0003883,0.00003854,0.187500
HP:0003886,0.00009506,1.233333
HP:0003887,0.00003854,0.170000
HP:0003890,0.00003854,0.500000
HP:0003895,0.00003854,0.170000
HP:0003902,0.00003854,0.170000
HP:0003907,0.00003854,0.170000
HP:0003908,0.00010791,1.400000
HP:0003909,0.00003854,0.170000
HP:0003911,0.00007708,1.000000
HP:0003918,0.00003854,0.500000
HP:0003926,0.00004239,0.550000
HP:0003940,0.00011176,1.450000
HP:0003941,0.00003854,0.170000
HP:0003943,0.00007708,1.000000
HP:0003944,0.00003854,0.170000
HP:0003945,0.00003854,0.170000
HP:0003946,0.00008247,1.070000
HP:0003950,0.00007708,1.000000
HP:0003951,0.00007708,1.000000
HP:0003952,0.00003854,0.500000
HP:0003956,0.00019269,2.500000
HP:0003959,0.00004239,0.550000
HP:0003967,0.00003854,0.170000
HP:0003974,0.00147362,19.118783
HP:0003977,0.00005164,0.670000
HP:0003978,0.00003854,0.500000
HP:0003979,0.00003854,0.025000
HP:0003982,0.00041603,5.397619
HP:0003985,0.00004239,0.550000
HP:0003986,0.00004239,0.550000
HP:0003988,0.00003854,0.500000
HP:0003991,0.00007708,1.000000
HP:0003992,0.00003854,0.500000
HP:0003993,0.00005164,0.670000
HP:0003994,0.00005357,0.695000
HP:0003995,0.00005357,0.695000
HP:0003997,0.00007708,1.000000
HP:0003999,0.00003854,0.170000
HP:0004000,0.00003854,0.500000
HP:0004002,0.00003854,0.170000
HP:0004012,0.00004239,0.550000
HP:0004018,0.00006937,0.900000
HP:0004019,0.00005164,0.670000
HP:0004026,0.00005550,0.720000
HP:0004037,0.00003854,0.170000
HP:0004039,0.00013990,1.815000
HP:0004042,0.00005164,0.670000
HP:0004050,0.00035610,4.620000
HP:0004054,0.00015030,1.950000
HP:0004057,0.00031640,4.105000
HP:0004058,0.00040722,5.283333
HP:0004060,0.00027362,3.550000
HP:0004095,0.00003854,0.170000
HP:0004097,0.00081316,10.550000
HP:0004099,0.00055367,7.183333
HP:0004112,0.00016340,2.120000
HP:0004122,0.00048658,6.312857
HP:0004132,0.00008247,1.070000
HP:0004150,0.00003854,0.500000
